CODMUN,SALARIO_MEAN_2019,SALARIO_MEAN_2018,SALARIO_MEAN_2017,SALARIO_MEAN_2016,SALARIO_MEAN_2015,SALARIO_MEAN_2014,SALARIO_MEAN_2013,SALARIO_MEAN_2012,SALARIO_MEAN_2011,SALARIO_MEAN_2020,SALARIO_MEAN_2021,GASTO_MEAN_2015,GASTO_MEAN_2016,GASTO_MEAN_2017,GASTO_MEAN_2018,GASTO_MEAN_2019,GASTO_MEAN_2020,GASTO_MEAN_2014,GASTO_MEAN_2013,GASTO_MEAN_2012,GASTO_MEAN_2011
39020,0.34752982990606757,0.3840250855188141,0.28684652006347783,0.28684652006347783,0.4256002301661514,0.42560023016615134,0.42560023016615117,0.425600230166151,0.42560023016615095,0.34752982990606773,0.34752982990606796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39025,0.07080900397732065,0.04525370581527936,0.04418877049799729,0.04418877049799729,0.05360953271476197,0.05360953271476234,0.05360953271476207,0.05360953271476217,0.05360953271476231,0.07080900397732089,0.07080900397732089,0.2390936846000398,0.14369906468956148,0.12503575676126133,0.07904057779963852,0.0,0.16582091801098361,0.18539565875201358,0.31515287483518073,0.18213336961484472,0.18037914874404298
39075,0.6586566940717742,0.7452398181446069,0.5980256235867208,0.5980256235867208,0.7631593992810994,0.7631593992810995,0.7631593992810998,0.7631593992810998,0.7631593992810997,0.6586566940717745,0.6586566940717747,0.6966774506827513,0.7264991142128263,0.8009306650865735,0.7518743541659608,0.7270177041688781,0.7035932652525725,0.7590127650113161,0.7799623457696883,0.6839539686660774,0.6821508757287059
39087,0.00011496069781124403,0.004270562165186,0.013123280991346513,0.013123280991346513,0.040175935966039765,0.04017593596603998,0.040175935966039834,0.040175935966039626,0.040175935966039696,0.0001149606978114996,0.00011496069781151849,0.16762023742634688,0.2447920591306242,0.22758776206834067,0.20755746106681514,0.2003588822190069,0.23988395892714953,0.24513929089105702,0.27859240390432827,0.31058836459458106,0.3041433656524564
