,39027,39017,39032,39051,39059,39065,39070,39077,39092,39093,39094
39017,0.4621101406633256,0.0,0.5090828477129653,0.2451943520753007,0.46244980602531166,0.0,0.048955519851191454,0.21234514926716463,0.8331819477279425,0.4866856234843103,0.5613389005439111
39032,0.35545800947317685,0.8540771227250411,0.0,0.45337429978790306,0.289168646780689,1.0,0.5942379265333579,0.4328029370864538,0.2100083933303377,0.851761118056619,1.0
39051,0.455519530720212,0.24129813400536934,0.3196283439209978,0.0,0.40899093552463706,0.6049871966947602,0.0,0.0,0.9788748125265949,1.0,0.9758097438848272
39059,0.0,0.3897728707824875,0.0,0.2888428752880691,0.0,0.3890011001087961,0.3216249553077742,0.21476948911372493,0.09690631005878374,0.35467354625978853,0.6810131766227172
39065,0.3930600307353823,0.020195108238907335,0.47921130345050766,0.39914594623858723,0.4188609656826571,0.0,0.27830200220754037,0.3463090799661051,0.4716845292604997,0.0,0.2923871391245221
39070,0.48242613046440436,0.0,0.44174086869959667,0.06064654936103447,0.4556741762797335,0.3781607087955609,0.0,0.06767781921486779,1.0,0.8445612551175433,0.8277962021942746
39077,0.33225530537936787,0.15441240174726678,0.24826022775597764,0.0,0.29789314783379445,0.4277048015039587,0.0011936661459443175,0.0,0.7569464584592215,0.7740729156188808,0.8535522511743814
39092,0.4596655327150988,0.9263342671038662,0.23077192801555982,0.7176140830373188,0.45799420625489146,0.8072679339601179,0.8014351430341471,0.6808216324481586,0.0,0.07154046914251826,0.48795044910324625
39093,0.530163975312931,0.6167486068763034,0.5310904704734322,0.6936158175507477,0.554855992352212,0.3020888882526768,0.6795882634134487,0.6530339457582859,0.0,0.0,0.0
39094,1.0,1.0,1.0,1.0,1.0,0.821040503806934,1.0,1.0,0.811232181626661,0.07250092425959835,0.0
39027,0.0,0.3528114633273011,0.046906197792239306,0.30645212868704697,0.0,0.3039937721904357,0.32131891102874255,0.22926297919540603,0.0508751191152687,0.25028371849758324,0.6165273693665171
