,H0A4,H5A9,H10A14,H15A19,H20A24,H25A29,H30A34,H35A39,H40A44,H45A49,H50A54,H55A59,H60A64,H65A69,H70A74,H75A79,H80A84,H85A89,H90A94,H95A99,H100MS,M0A4,M5A9,M10A14,M15A19,M20A24,M25A29,M30A34,M35A39,M40A44,M45A49,M50A54,M55A59,M60A64,M65A69,M70A74,M75A79,M80A84,M85A89,M90A94,M95A99,M100YMS
0,4,1,2,6,4,2,3,6,7,11,7,5,3,4,5,4,4,3,0,0,0,1,1,3,2,8,3,4,6,8,2,5,6,4,3,6,5,6,3,1,1,0
